,artist,rank,title,week
4974,Digable Planets,25,Nickel Bags,3--
4975,Trends Of Culture,1,Valley Of The Skinz,0--
4976,Leaders Of The New School,2,What's Next?,0--
4977,Onyx,3,Shifftee,0--
4978,Erick Sermon,4,Stay Real,0--
4979,Dr. Dre,5,Let Me Ride,0--
4980,Boss,6,Recipe Of A Hoe,0--
4981,Common Sense,7,Soul By The Pound,0--
4982,KRS-One,8,Outta Here,0--
4983,Fat Joe,9,Flow Joe,0--
4984,Illegal,10,We Getz Buzy,0--
4985,George Clinton,11,Paint The White House Black,0--
4986,Tha Alkaholiks,12,Make Room,0--
4987,Salt-N-Pepa,13,Shoop,0--
4988,Private Investigators,14,Mash Up The Mic,0--
4989,Digable Planets,15,Nickel Bags,0--
4990,De La Soul,16,Breakadawn,0--
4991,Poison Clan,17,Don't Sleep On A Hizzo,0--
4992,Souls Of Mischief,18,93 'til Infinity,0--
4993,Biz Markie,19,Young Girl Bluez,0--
4994,Yo-Yo,20,Westside Story,0--
4995,Dred Scott,21,Nutin' Ta Lose,0--
4996,Hi-C,22,Got It Like That,0--
4997,Mista Grimm,23,Indo Smoke,0--
4998,Nikki D,24,Freak Out,0--
4999,Black Maddness,25,Wild Brooklyn Bandits,0--
5000,Leaders Of The New School,1,What's Next?,6--
5001,Onyx,2,Shifftee,6--
5002,Erick Sermon,3,Stay Real,6--
5003,Dr. Dre,4,Let Me Ride,6--
5004,Trends Of Culture,5,Valley Of The Skinz,6--
5005,KRS-One,6,Outta Here,6--
5006,Salt-N-Pepa,7,Shoop,6--
5007,George Clinton,8,Paint The White House Black,6--
5008,Common Sense,9,Soul By The Pound,6--
5009,Tha Alkaholiks,10,Make Room,6--
5010,Poison Clan,11,Don't Sleep On A Hizzo,6--
5011,Digable Planets,12,Nickel Bags,6--
5012,Biz Markie,13,Young Girl Bluez,6--
5013,Dred Scott,14,Nutin' Ta Lose,6--
5014,Souls Of Mischief,15,93 'til Infinity,6--
5015,Yo-Yo,16,Westside Story,6--
5016,Boss,17,Recipe Of A Hoe,6--
5017,Hi-C,18,Got It Like That,6--
5018,Private Investigators,19,Mash Up The Mic,6--
5019,Illegal,20,We Getz Buzy,6--
5020,Fat Joe,21,Flow Joe,6--
5021,De La Soul,22,Breakadawn,6--
5022,Black Maddness,23,Wild Brooklyn Bandits,6--
5023,Casual,24,That's How It Is,6--
5024,Nikki D,25,Freak Out,6--
5025,Erick Sermon,1,Stay Real,3--
5026,Onyx,2,Shifftee,3--
5027,Dr. Dre,3,Let Me Ride,3--
5028,Salt-N-Pepa,4,Shoop,3--
5029,Leaders Of The New School,5,What's Next?,3--
5030,KRS-One,6,Outta Here,3--
5031,George Clinton,7,Paint The White House Black,3--
5032,Tha Alkaholiks,8,Make Room,3--
5033,Biz Markie,9,Young Girl Bluez,3--
5034,Dred Scott,10,Nutin' Ta Lose,3--
5035,Souls Of Mischief,11,93 'til Infinity,3--
5036,Digable Planets,12,Nickel Bags,3--
5037,Poison Clan,13,Don't Sleep On A Hizzo,3--
5038,Yo-Yo,14,Westside Story,3--
5039,Hi-C,15,Got It Like That,3--
5040,Trends Of Culture,16,Valley Of The Skinz,3--
5041,Common Sense,17,Soul By The Pound,3--
5042,Black Maddness,18,Wild Brooklyn Bandits,3--
5043,Kris Kross,19,I'm Real,3--
5044,Shaquille O'Neal,20,(I Know I Got) Skillz,3--
5045,ED O.G & DA Bulldogs,21,Skinny Dip (Got It Goin' On),3--
5046,Daddy-O,22,Brooklyn Bounce,3--
5047,Casual,23,That's How It Is,3--
5048,Wu-Tang Clan,24,Method Man,3--
5049,De La Soul,25,Breakadawn,3--
5050,Salt-N-Pepa,1,Shoop,0--
5051,Onyx,2,Shifftee,0--
5052,Dr. Dre,3,Let Me Ride,0--
5053,Erick Sermon,4,Stay Real,0--
5054,KRS-One,5,Outta Here,0--
5055,Biz Markie,6,Young Girl Bluez,0--
5056,Eazy-E,7,Real Muthaphuckkin G's,0--
5057,George Clinton,8,Paint The White House Black,0--
5058,Dred Scott,9,Nutin' Ta Lose,0--
5059,Kris Kross,10,I'm Real,0--
5060,Tha Alkaholiks,11,Make Room,0--
5061,Leaders Of The New School,12,What's Next?,0--
5062,Shaquille O'Neal,13,(I Know I Got) Skillz,0--
5063,Poison Clan,14,Don't Sleep On A Hizzo,0--
5064,Souls Of Mischief,15,93 'til Infinity,0--
5065,A Tribe Called Quest,16,Award Tour,0--
5066,Black Maddness,17,Wild Brooklyn Bandits,0--
5067,Daddy-O,18,Brooklyn Bounce,0--
5068,ED O.G & DA Bulldogs,19,Skinny Dip (Got It Goin' On),0--
5069,Wu-Tang Clan,20,Method Man,0--
5070,Das EFX,21,Freakit,0--
5071,Casual,22,That's How It Is,0--
5072,2Pac,23,Keep Ya Head Up,0--
5073,LL Cool J,24,Stand By Your Man,0--
5074,Father,25,69,0--
5075,Salt-N-Pepa,1,Shoop,7--
5076,Eazy-E,2,Real Muthaphuckkin G's,7--
5077,Dr. Dre,3,Let Me Ride,7--
5078,Biz Markie,4,Young Girl Bluez,7--
5079,Onyx,5,Shifftee,7--
5080,Dred Scott,6,Nutin' Ta Lose,7--
5081,KRS-One,7,Outta Here,7--
5082,Kris Kross,8,I'm Real,7--
5083,Shaquille O'Neal,9,(I Know I Got) Skillz,7--
5084,Erick Sermon,10,Stay Real,7--
5085,Father,11,69,7--
5086,Das EFX,12,Freakit,7--
5087,A Tribe Called Quest,13,Award Tour,7--
5088,George Clinton,14,Paint The White House Black,7--
5089,2Pac,15,Keep Ya Head Up,7--
5090,Daddy-O,16,Brooklyn Bounce,7--
5091,Wu-Tang Clan,17,Method Man,7--
5092,Souls Of Mischief,18,93 'til Infinity,7--
5093,M.C. Breed,19,Tight,7--
5094,Black Maddness,20,Wild Brooklyn Bandits,7--
5095,Patra (Featuring Lyn Collins),21,Think (About It),7--
5096,ED O.G & DA Bulldogs,22,Skinny Dip (Got It Goin' On),7--
5097,Leaders Of The New School,23,What's Next?,7--
5098,Rumpletilskinz,24,Is It Alright?,7--
5099,Scarface,25,Now I Feel Ya,7--
5100,Salt-N-Pepa,1,Shoop,4--
5101,2Pac,2,Keep Ya Head Up,4--
5102,Shaquille O'Neal,3,(I Know I Got) Skillz,4--
5103,Tag Team,4,Whoomp! (There It Is),4--
5104,Eazy-E,5,Real Muthaphuckkin G's,4--
5105,Das EFX,6,Freakit,4--
5106,A Tribe Called Quest,7,Award Tour,4--
5107,Queen Latifah,8,U.N.I.T.Y.,4--
5108,Domino,9,Getto Jam,4--
5109,K7,10,Come Baby Come,4--
5110,MC Ren,11,Same Ol' Shit,4--
5111,Kris Kross,12,I'm Real,4--
5112,Father,13,69,4--
5113,2Pac,14,I Get Around,4--
5114,MC Lyte,15,Ruffneck,4--
5115,Dr. Dre,16,Let Me Ride,4--
5116,Too $hort,17,I'm A Player,4--
5117,Erick Sermon,18,Stay Real,4--
5118,Scarface,19,Now I Feel Ya,4--
5119,Souls Of Mischief,20,93 'til Infinity,4--
5120,Jeru The Damaja,21,Come Clean,4--
5121,Wu-Tang Clan,22,Method Man,4--
5122,12 Gauge,23,Dunkie Butt (Please Please Please),4--
5123,Rakim,24,Heat It Up,4--
5124,Lords Of The Underground,25,Here Come The Lords,4--
5125,Salt-N-Pepa,1,Shoop,1--
5126,2Pac,2,Keep Ya Head Up,1--
5127,Ice Cube,3,Really Doe,1--
5128,Tag Team,4,Whoomp! (There It Is),1--
5129,Shaquille O'Neal,5,(I Know I Got) Skillz,1--
5130,Domino,6,Getto Jam,1--
5131,Eazy-E,7,Real Muthaphuckkin G's,1--
5132,Queen Latifah,8,U.N.I.T.Y.,1--
5133,A Tribe Called Quest,9,Award Tour,1--
5134,Das EFX,10,Freakit,1--
5135,K7,11,Come Baby Come,1--
5136,MC Ren,12,Same Ol' Shit,1--
5137,Kris Kross,13,I'm Real,1--
5138,Father,14,69,1--
5139,12 Gauge,15,Dunkie Butt (Please Please Please),1--
5140,Jeru The Damaja,16,Come Clean,1--
5141,2Pac,17,I Get Around,1--
5142,Jazzy Jeff & The Fresh Prince,18,I'm Looking For The One (To Be With Me),1--
5143,Souls Of Mischief,19,93 'til Infinity,1--
5144,MC Lyte,20,Ruffneck,1--
5145,Born Jamericans,21,Boom Shak A-Tack,1--
5146,Lords Of The Underground,22,Here Come The Lords,1--
5147,Mista Grimm,23,Indo Smoke,1--
5148,Scarface,24,Now I Feel Ya,1--
5149,Wu-Tang Clan,25,Method Man,1--
5150,Salt-N-Pepa,1,Shoop,8--
5151,2Pac,2,Keep Ya Head Up,8--
5152,Domino,3,Getto Jam,8--
5153,Tag Team,4,Whoomp! (There It Is),8--
5154,Snoop Dogg,5,What's My Name?,8--
5155,Shaquille O'Neal,6,(I Know I Got) Skillz,8--
5156,Ice Cube,7,Really Doe,8--
5157,Queen Latifah,8,U.N.I.T.Y.,8--
5158,Eazy-E,9,Real Muthaphuckkin G's,8--
5159,A Tribe Called Quest,10,Award Tour,8--
5160,K7,11,Come Baby Come,8--
5161,Das EFX,12,Freakit,8--
5162,MC Ren,13,Same Ol' Shit,8--
5163,12 Gauge,14,Dunkie Butt (Please Please Please),8--
5164,Kris Kross,15,I'm Real,8--
5165,Father,16,69,8--
5166,Jeru The Damaja,17,Come Clean,8--
5167,Jazzy Jeff & The Fresh Prince,18,I'm Looking For The One (To Be With Me),8--
5168,Lords Of The Underground,19,Here Come The Lords,8--
5169,2Pac,20,I Get Around,8--
5170,Born Jamericans,21,Boom Shak A-Tack,8--
5171,Mista Grimm,22,Indo Smoke,8--
5172,MC Lyte,23,Ruffneck,8--
5173,Wu-Tang Clan,24,Method Man,8--
5174,Souls Of Mischief,25,93 'til Infinity,8--
5175,Snoop Dogg,1,What's My Name?,5--
5176,Domino,2,Getto Jam,5--
5177,2Pac,3,Keep Ya Head Up,5--
5178,Salt-N-Pepa,4,Shoop,5--
5179,Tag Team,5,Whoomp! (There It Is),5--
5180,Shaquille O'Neal,6,(I Know I Got) Skillz,5--
5181,Queen Latifah,7,U.N.I.T.Y.,5--
5182,Eazy-E,8,Real Muthaphuckkin G's,5--
5183,A Tribe Called Quest,9,Award Tour,5--
5184,Ice Cube,10,Really Doe,5--
5185,K7,11,Come Baby Come,5--
5186,12 Gauge,12,Dunkie Butt (Please Please Please),5--
5187,Das EFX,13,Freakit,5--
5188,Jeru The Damaja,14,Come Clean,5--
5189,MC Ren,15,Same Ol' Shit,5--
5190,Father,16,69,5--
5191,Kris Kross,17,I'm Real,5--
5192,Lords Of The Underground,18,Here Come The Lords,5--
5193,Born Jamericans,19,Boom Shak A-Tack,5--
5194,Jazzy Jeff & The Fresh Prince,20,I'm Looking For The One (To Be With Me),5--
5195,2Pac,21,I Get Around,5--
5196,Souls Of Mischief,22,93 'til Infinity,5--
5197,MC Lyte,23,Ruffneck,5--
5198,Wu-Tang Clan,24,Method Man,5--
5199,Mista Grimm,25,Indo Smoke,5--
5200,Snoop Dogg,1,What's My Name?,1--
5201,Domino,2,Getto Jam,1--
5202,2Pac,3,Keep Ya Head Up,1--
5203,Tag Team,4,Whoomp! (There It Is),1--
5204,Salt-N-Pepa,5,Shoop,1--
5205,Queen Latifah,6,U.N.I.T.Y.,1--
5206,Shaquille O'Neal,7,(I Know I Got) Skillz,1--
5207,Eazy-E,8,Real Muthaphuckkin G's,1--
5208,K7,9,Come Baby Come,1--
5209,A Tribe Called Quest,10,Award Tour,1--
5210,12 Gauge,11,Dunkie Butt (Please Please Please),1--
5211,Ice Cube,12,Really Doe,1--
5212,Das EFX,13,Freakit,1--
5213,Jeru The Damaja,14,Come Clean,1--
5214,Father,15,69,1--
5215,MC Ren,16,Same Ol' Shit,1--
5216,Kris Kross,17,I'm Real,1--
5217,Lords Of The Underground,18,Here Come The Lords,1--
5218,2Pac,19,I Get Around,1--
5219,Born Jamericans,20,Boom Shak A-Tack,1--
5220,MC Lyte,21,Ruffneck,1--
5221,KRS-One,22,Sound Of Da Police,1--
5222,US3,23,Cantaloop (Flip Fantasia),1--
5223,Shabba Ranks Featuring Patra And Terri & Monica,24,"Family Affair (From ""Addams Family Values"")",1--
5224,Jazzy Jeff & The Fresh Prince,25,I'm Looking For The One (To Be With Me),1--
5225,Snoop Dogg,1,What's My Name?,8--
5226,Domino,2,Getto Jam,8--
5227,2Pac,3,Keep Ya Head Up,8--
5228,Tag Team,4,Whoomp! (There It Is),8--
5229,Queen Latifah,5,U.N.I.T.Y.,8--
5230,Shaquille O'Neal,6,(I Know I Got) Skillz,8--
5231,Salt-N-Pepa,7,Shoop,8--
5232,Eazy-E,8,Real Muthaphuckkin G's,8--
5233,A Tribe Called Quest,9,Award Tour,8--
5234,12 Gauge,10,Dunkie Butt (Please Please Please),8--
5235,K7,11,Come Baby Come,8--
5236,Ice Cube,12,Really Doe,8--
5237,Das EFX,13,Freakit,8--
5238,Kris Kross,14,I'm Real,8--
5239,Jeru The Damaja,15,Come Clean,8--
5240,Father,16,69,8--
5241,MC Ren,17,Same Ol' Shit,8--
5242,2Pac,18,I Get Around,8--
5243,US3,19,Cantaloop (Flip Fantasia),8--
5244,Lords Of The Underground,20,Here Come The Lords,8--
5245,Born Jamericans,21,Boom Shak A-Tack,8--
5246,Wu-Tang Clan,22,Method Man,8--
5247,MC Lyte,23,Ruffneck,8--
5248,Shabba Ranks Featuring Patra And Terri & Monica,24,"Family Affair (From ""Addams Family Values"")",8--
5249,Dr. Dre,25,Let Me Ride,8--
5250,Domino,1,Getto Jam,5--
5251,2Pac,2,Keep Ya Head Up,5--
5252,Snoop Dogg,3,What's My Name?,5--
5253,Queen Latifah,4,U.N.I.T.Y.,5--
5254,Tag Team,5,Whoomp! (There It Is),5--
5255,Shaquille O'Neal,6,(I Know I Got) Skillz,5--
5256,Eazy-E,7,Real Muthaphuckkin G's,5--
5257,A Tribe Called Quest,8,Award Tour,5--
5258,12 Gauge,9,Dunkie Butt (Please Please Please),5--
5259,Salt-N-Pepa,10,Shoop,5--
5260,K7,11,Come Baby Come,5--
5261,Ice Cube,12,Really Doe,5--
5262,Jeru The Damaja,13,Come Clean,5--
5263,Das EFX,14,Freakit,5--
5264,US3,15,Cantaloop (Flip Fantasia),5--
5265,Father,16,69,5--
5266,Kris Kross,17,I'm Real,5--
5267,Lords Of The Underground,18,Here Come The Lords,5--
5268,MC Ren,19,Same Ol' Shit,5--
5269,2Pac,20,I Get Around,5--
5270,Cypress Hill,21,We Ain't Goin' Out Like That,5--
5271,Shabba Ranks Featuring Patra And Terri & Monica,22,"Family Affair (From ""Addams Family Values"")",5--
5272,Mista Grimm,23,Indo Smoke,5--
5273,Born Jamericans,24,Boom Shak A-Tack,5--
5274,KRS-One,25,Sound Of Da Police,5--
5275,Domino,1,Getto Jam,2--
5276,Queen Latifah,2,U.N.I.T.Y.,2--
5277,2Pac,3,Keep Ya Head Up,2--
5278,Tag Team,4,Whoomp! (There It Is),2--
5279,12 Gauge,5,Dunkie Butt (Please Please Please),2--
5280,Snoop Dogg,6,What's My Name?,2--
5281,Shaquille O'Neal,7,(I Know I Got) Skillz,2--
5282,Eazy-E,8,Real Muthaphuckkin G's,2--
5283,A Tribe Called Quest,9,Award Tour,2--
5284,Jeru The Damaja,10,Come Clean,2--
5285,K7,11,Come Baby Come,2--
5286,Ice Cube,12,Really Doe,2--
5287,US3,13,Cantaloop (Flip Fantasia),2--
5288,Salt-N-Pepa,14,Shoop,2--
5289,Shabba Ranks Featuring Patra And Terri & Monica,15,"Family Affair (From ""Addams Family Values"")",2--
5290,Father,16,69,2--
5291,KRS-One,17,Sound Of Da Police,2--
5292,Das EFX,18,Freakit,2--
5293,Lords Of The Underground,19,Here Come The Lords,2--
5294,MC Ren,20,Same Ol' Shit,2--
5295,Born Jamericans,21,Boom Shak A-Tack,2--
5296,Cypress Hill,22,We Ain't Goin' Out Like That,2--
5297,Kris Kross,23,I'm Real,2--
5298,Wu-Tang Clan,24,Method Man,2--
5299,Mista Grimm,25,Indo Smoke,2--
5300,Domino,1,Getto Jam,9--
5301,Salt-N-Pepa Featuring En Vogue,2,Whatta Man,9--
5302,Queen Latifah,3,U.N.I.T.Y.,9--
5303,12 Gauge,4,Dunkie Butt (Please Please Please),9--
5304,2Pac,5,Keep Ya Head Up,9--
5305,Tag Team,6,Whoomp! (There It Is),9--
5306,Shaquille O'Neal,7,(I Know I Got) Skillz,9--
5307,Snoop Dogg,8,What's My Name?,9--
5308,A Tribe Called Quest,9,Award Tour,9--
5309,Jeru The Damaja,10,Come Clean,9--
5310,Eazy-E,11,Real Muthaphuckkin G's,9--
5311,US3,12,Cantaloop (Flip Fantasia),9--
5312,Ice Cube,13,Really Doe,9--
5313,K7,14,Come Baby Come,9--
5314,Born Jamericans,15,Boom Shak A-Tack,9--
5315,Shabba Ranks Featuring Patra And Terri & Monica,16,"Family Affair (From ""Addams Family Values"")",9--
5316,Father,17,69,9--
5317,KRS-One,18,Sound Of Da Police,9--
5318,Salt-N-Pepa,19,Shoop,9--
5319,Das EFX,20,Freakit,9--
5320,Lords Of The Underground,21,Here Come The Lords,9--
5321,MC Ren,22,Same Ol' Shit,9--
5322,Kris Kross,23,I'm Real,9--
5323,Mista Grimm,24,Indo Smoke,9--
5324,Cypress Hill,25,We Ain't Goin' Out Like That,9--
5325,Domino,1,Getto Jam,5--
5326,Salt-N-Pepa Featuring En Vogue,2,Whatta Man,5--
5327,12 Gauge,3,Dunkie Butt (Please Please Please),5--
5328,Queen Latifah,4,U.N.I.T.Y.,5--
5329,2Pac,5,Keep Ya Head Up,5--
5330,Tag Team,6,Whoomp! (There It Is),5--
5331,US3,7,Cantaloop (Flip Fantasia),5--
5332,Shaquille O'Neal,8,(I Know I Got) Skillz,5--
5333,Eazy-E,9,Real Muthaphuckkin G's,5--
5334,Jeru The Damaja,10,Come Clean,5--
5335,Snoop Dogg,11,What's My Name?,5--
5336,A Tribe Called Quest,12,Award Tour,5--
5337,Shabba Ranks Featuring Patra And Terri & Monica,13,"Family Affair (From ""Addams Family Values"")",5--
5338,Ice Cube,14,Really Doe,5--
5339,K7,15,Come Baby Come,5--
5340,Born Jamericans,16,Boom Shak A-Tack,5--
5341,KRS-One,17,Sound Of Da Police,5--
5342,Father,18,69,5--
5343,Das EFX,19,Freakit,5--
5344,Too $hort,20,Money In The Ghetto,5--
5345,MC Ren,21,Same Ol' Shit,5--
5346,Raheem The Dream,22,Short Shorts,5--
5347,K7,23,Zunga Zeng,5--
5348,Salt-N-Pepa,24,Shoop,5--
5349,Lords Of The Underground,25,Here Come The Lords,5--
5350,Domino,1,Getto Jam,2--
5351,Salt-N-Pepa Featuring En Vogue,2,Whatta Man,2--
5352,12 Gauge,3,Dunkie Butt (Please Please Please),2--
5353,Queen Latifah,4,U.N.I.T.Y.,2--
5354,M.C. Hammer,5,It's All Good,2--
5355,Shabba Ranks Featuring Patra And Terri & Monica,6,"Family Affair (From ""Addams Family Values"")",2--
5356,2Pac,7,Keep Ya Head Up,2--
5357,US3,8,Cantaloop (Flip Fantasia),2--
5358,Tag Team,9,Whoomp! (There It Is),2--
5359,OutKast,10,Player's Ball,2--
5360,Shaquille O'Neal,11,(I Know I Got) Skillz,2--
5361,Snoop Doggy Dogg,12,Gin And Juice,2--
5362,Jeru The Damaja,13,Come Clean,2--
5363,A Tribe Called Quest,14,Award Tour,2--
5364,Eazy-E,15,Real Muthaphuckkin G's,2--
5365,Ice Cube,16,Really Doe,2--
5366,Snoop Dogg,17,What's My Name?,2--
5367,Too $hort,18,Money In The Ghetto,2--
5368,K7,19,Come Baby Come,2--
5369,Born Jamericans,20,Boom Shak A-Tack,2--
5370,Father,21,69,2--
5371,KRS-One,22,Sound Of Da Police,2--
5372,Raheem The Dream,23,Short Shorts,2--
5373,Lords Of The Underground,24,Here Come The Lords,2--
5374,MC Ren,25,Same Ol' Shit,2--
5375,Domino,1,Getto Jam,9--
5376,Salt-N-Pepa Featuring En Vogue,2,Whatta Man,9--
5377,M.C. Hammer,3,It's All Good,9--
5378,12 Gauge,4,Dunkie Butt (Please Please Please),9--
5379,Snoop Doggy Dogg,5,Gin And Juice,9--
5380,OutKast,6,Player's Ball,9--
5381,Queen Latifah,7,U.N.I.T.Y.,9--
5382,Shabba Ranks Featuring Patra And Terri & Monica,8,"Family Affair (From ""Addams Family Values"")",9--
5383,US3,9,Cantaloop (Flip Fantasia),9--
5384,Tag Team,10,Whoomp! (There It Is),9--
5385,2Pac,11,Keep Ya Head Up,9--
5386,Shaquille O'Neal,12,(I Know I Got) Skillz,9--
5387,Jeru The Damaja,13,Come Clean,9--
5388,A Tribe Called Quest,14,Award Tour,9--
5389,Ice Cube,15,You Know How We Do It,9--
5390,Too $hort,16,Money In The Ghetto,9--
5391,Eazy-E,17,Real Muthaphuckkin G's,9--
5392,Shaquille O'Neal,18,I'm Outstanding,9--
5393,Gang Starr,19,Mass Appeal,9--
5394,Born Jamericans,20,Boom Shak A-Tack,9--
5395,Ice Cube,21,Really Doe,9--
5396,Snoop Dogg,22,What's My Name?,9--
5397,K7,23,Come Baby Come,9--
5398,Father,24,69,9--
5399,KRS-One,25,Sound Of Da Police,9--
5400,Salt-N-Pepa Featuring En Vogue,1,Whatta Man,6--
5401,Domino,2,Getto Jam,6--
5402,Snoop Doggy Dogg,3,Gin And Juice,6--
5403,M.C. Hammer,4,It's All Good,6--
5404,12 Gauge,5,Dunkie Butt (Please Please Please),6--
5405,OutKast,6,Player's Ball,6--
5406,Shaquille O'Neal,7,I'm Outstanding,6--
5407,US3,8,Cantaloop (Flip Fantasia),6--
5408,Queen Latifah,9,U.N.I.T.Y.,6--
5409,Ice Cube,10,You Know How We Do It,6--
5410,Shabba Ranks Featuring Patra And Terri & Monica,11,"Family Affair (From ""Addams Family Values"")",6--
5411,Tag Team,12,Whoomp! (There It Is),6--
5412,2Pac,13,Keep Ya Head Up,6--
5413,Gang Starr,14,Mass Appeal,6--
5414,Too $hort,15,Money In The Ghetto,6--
5415,Jeru The Damaja,16,Come Clean,6--
5416,Shaquille O'Neal,17,(I Know I Got) Skillz,6--
5417,DFC (Duet With MC Eiht),18,Caps Get Peeled,6--
5418,A Tribe Called Quest,19,Award Tour,6--
5419,Eazy-E,20,Real Muthaphuckkin G's,6--
5420,Ice Cube,21,Really Doe,6--
5421,Wu-Tang Clan,22,C.R.E.A.M. (Cash Rules Everything Around Me),6--
5422,KRS-One,23,Sound Of Da Police,6--
5423,Born Jamericans,24,Boom Shak A-Tack,6--
5424,Snoop Dogg,25,What's My Name?,6--
5425,Salt-N-Pepa Featuring En Vogue,1,Whatta Man,5--
5426,Snoop Doggy Dogg,2,Gin And Juice,5--
5427,M.C. Hammer,3,It's All Good,5--
5428,12 Gauge,4,Dunkie Butt (Please Please Please),5--
5429,OutKast,5,Player's Ball,5--
5430,Domino,6,Getto Jam,5--
5431,Shaquille O'Neal,7,I'm Outstanding,5--
5432,US3,8,Cantaloop (Flip Fantasia),5--
5433,Queen Latifah,9,U.N.I.T.Y.,5--
5434,Gang Starr,10,Mass Appeal,5--
5435,Ice Cube,11,You Know How We Do It,5--
5436,Shabba Ranks Featuring Patra And Terri & Monica,12,"Family Affair (From ""Addams Family Values"")",5--
5437,Tag Team,13,Whoomp! (There It Is),5--
5438,Too $hort,14,Money In The Ghetto,5--
5439,2Pac,15,Keep Ya Head Up,5--
5440,DFC (Duet With MC Eiht),16,Caps Get Peeled,5--
5441,A Tribe Called Quest,17,Award Tour,5--
5442,Jeru The Damaja,18,Come Clean,5--
5443,Shyheim,19,On And On,5--
5444,Wu-Tang Clan,20,C.R.E.A.M. (Cash Rules Everything Around Me),5--
5445,Lighter Shade Of Brown,21,Hey D.J.,5--
5446,Shaquille O'Neal,22,(I Know I Got) Skillz,5--
5447,KRS-One,23,Sound Of Da Police,5--
5448,Nas,24,It Ain't Hard To Tell,5--
5449,Eazy-E,25,Real Muthaphuckkin G's,5--
5450,Snoop Doggy Dogg,1,Gin And Juice,2--
5451,Salt-N-Pepa Featuring En Vogue,2,Whatta Man,2--
5452,M.C. Hammer,3,It's All Good,2--
5453,12 Gauge,4,Dunkie Butt (Please Please Please),2--
5454,OutKast,5,Player's Ball,2--
5455,US3,6,Cantaloop (Flip Fantasia),2--
5456,Shaquille O'Neal,7,I'm Outstanding,2--
5457,Domino,8,Getto Jam,2--
5458,Ice Cube,9,You Know How We Do It,2--
5459,Gang Starr,10,Mass Appeal,2--
5460,Queen Latifah,11,Just Another Day,2--
5461,Queen Latifah,12,U.N.I.T.Y.,2--
5462,Shabba Ranks Featuring Patra And Terri & Monica,13,"Family Affair (From ""Addams Family Values"")",2--
5463,Tag Team,14,Whoomp! (There It Is),2--
5464,Jeru The Damaja,15,Come Clean,2--
5465,DFC (Duet With MC Eiht),16,Caps Get Peeled,2--
5466,Shyheim,17,On And On,2--
5467,Wu-Tang Clan,18,C.R.E.A.M. (Cash Rules Everything Around Me),2--
5468,2Pac,19,Keep Ya Head Up,2--
5469,Too $hort,20,Money In The Ghetto,2--
5470,A Tribe Called Quest,21,Award Tour,2--
5471,Masta Ace Incorporated,22,Born To Roll,2--
5472,MeShell Ndegeocello,23,If That's Your Boyfriend,2--
5473,Lighter Shade Of Brown,24,Hey D.J.,2--
5474,Kris Kross,25,Da Bomb,2--
5475,Snoop Doggy Dogg,1,Gin And Juice,9--
5476,Salt-N-Pepa Featuring En Vogue,2,Whatta Man,9--
5477,OutKast,3,Player's Ball,9--
5478,12 Gauge,4,Dunkie Butt (Please Please Please),9--
5479,M.C. Hammer,5,It's All Good,9--
5480,US3,6,Cantaloop (Flip Fantasia),9--
5481,Shaquille O'Neal,7,I'm Outstanding,9--
5482,Ice Cube,8,You Know How We Do It,9--
5483,Domino,9,Getto Jam,9--
5484,Gang Starr,10,Mass Appeal,9--
5485,Queen Latifah,11,Just Another Day,9--
5486,The Conscious Daughters,12,Something To Ride To,9--
5487,A Tribe Called Quest,13,Electric Relaxation,9--
5488,Queen Latifah,14,U.N.I.T.Y.,9--
5489,Shabba Ranks Featuring Patra And Terri & Monica,15,"Family Affair (From ""Addams Family Values"")",9--
5490,Wu-Tang Clan,16,C.R.E.A.M. (Cash Rules Everything Around Me),9--
5491,M.C. Hammer,17,Pumps And A Bump,9--
5492,Lighter Shade Of Brown,18,Hey D.J.,9--
5493,Masta Ace Incorporated,19,Born To Roll,9--
5494,DFC (Duet With MC Eiht),20,Caps Get Peeled,9--
5495,Tag Team,21,Whoomp! (There It Is),9--
5496,Sudden Change,22,Comin' On Strong,9--
5497,Too $hort,23,Money In The Ghetto,9--
5498,Shyheim,24,On And On,9--
5499,Kris Kross,25,Da Bomb,9--
5500,OutKast,1,Player's Ball,6--
5501,Snoop Doggy Dogg,2,Gin And Juice,6--
5502,Salt-N-Pepa Featuring En Vogue,3,Whatta Man,6--
5503,12 Gauge,4,Dunkie Butt (Please Please Please),6--
5504,US3,5,Cantaloop (Flip Fantasia),6--
5505,Shaquille O'Neal,6,I'm Outstanding,6--
5506,M.C. Hammer,7,It's All Good,6--
5507,Ice Cube,8,You Know How We Do It,6--
5508,M.C. Hammer,9,Pumps And A Bump,6--
5509,Masta Ace Incorporated,10,Born To Roll,6--
5510,The Conscious Daughters,11,Something To Ride To,6--
5511,Gang Starr,12,Mass Appeal,6--
5512,A Tribe Called Quest,13,Electric Relaxation,6--
5513,Heavy D & The Boyz,14,Got Me Waiting,6--
5514,Queen Latifah,15,Just Another Day,6--
5515,Domino,16,Getto Jam,6--
5516,Wu-Tang Clan,17,C.R.E.A.M. (Cash Rules Everything Around Me),6--
5517,Lighter Shade Of Brown,18,Hey D.J.,6--
5518,Sudden Change,19,Comin' On Strong,6--
5519,DFC (Duet With MC Eiht),20,Caps Get Peeled,6--
