,artist,rank,title,week
2292,Nicki Minaj Featuring Rihanna,18,Fly,1--
2293,Kreayshawn,19,Gucci Gucci,1--
2294,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",20,Ima Boss,1--
2295,Diggy,21,"Copy, Paste",1--
2296,Sean Paul Featuring Alexis Jordan,22,Got 2 Luv U,1--
2297,Wiz Khalifa,23,No Sleep,1--
2298,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",24,Oh My,1--
2299,Wiz Khalifa Featuring Too $hort,25,On My Level,1--
2300,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",1,I'm On One,8--
2301,Drake,2,Headlines,8--
2302,Lil Wayne Featuring Drake,3,She Will,8--
2303,Big Sean Featuring Kanye West & Roscoe Dash,4,Marvin & Chardonnay,8--
2304,Jay Z Kanye West Featuring Otis Redding,5,Otis,8--
2305,Bad Meets Evil Featuring Bruno Mars,6,Lighters,8--
2306,Nicki Minaj,7,Super Bass,8--
2307,LMFAO Featuring Lauren Bennett & GoonRock,8,Party Rock Anthem,8--
2308,Big Sean Featuring Chris Brown,9,My Last,8--
2309,Jay Z Kanye West,10,Ni**as in Paris,8--
2310,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",11,Give Me Everything,8--
2311,Wale Featuring Jeremih & Rick Ross,12,That Way,8--
2312,Ace Hood Featuring Chris Brown,13,Body 2 Body,8--
2313,New Boyz Featuring Chris Brown,14,Better With The Lights Off,8--
2314,Lupe Fiasco Featuring Trey Songz,15,Out Of My Head,8--
2315,J. Cole,16,Work Out,8--
2316,Nicki Minaj Featuring Rihanna,17,Fly,8--
2317,Tyga Featuring Chris Richardson,18,Far Away,8--
2318,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",19,Ima Boss,8--
2319,Kreayshawn,20,Gucci Gucci,8--
2320,Diggy,21,"Copy, Paste",8--
2321,Sean Paul Featuring Alexis Jordan,22,Got 2 Luv U,8--
2322,Wiz Khalifa,23,No Sleep,8--
2323,Future,24,Tony Montana,8--
2324,"DJ Drama Featuring Fabolous, Roscoe Dash & Wiz Khalifa",25,Oh My,8--
2325,Drake,1,Headlines,5--
2326,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",2,I'm On One,5--
2327,Lil Wayne Featuring Drake,3,She Will,5--
2328,Big Sean Featuring Kanye West & Roscoe Dash,4,Marvin & Chardonnay,5--
2329,Jay Z Kanye West,5,Ni**as in Paris,5--
2330,Jay Z Kanye West Featuring Otis Redding,6,Otis,5--
2331,LMFAO Featuring Lauren Bennett & GoonRock,7,Party Rock Anthem,5--
2332,Bad Meets Evil Featuring Bruno Mars,8,Lighters,5--
2333,Nicki Minaj,9,Super Bass,5--
2334,Big Sean Featuring Chris Brown,10,My Last,5--
2335,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",11,Give Me Everything,5--
2336,Wale Featuring Jeremih & Rick Ross,12,That Way,5--
2337,J. Cole,13,Work Out,5--
2338,Ace Hood Featuring Chris Brown,14,Body 2 Body,5--
2339,Nicki Minaj Featuring Rihanna,15,Fly,5--
2340,New Boyz Featuring Chris Brown,16,Better With The Lights Off,5--
2341,Lupe Fiasco Featuring Trey Songz,17,Out Of My Head,5--
2342,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",18,Ima Boss,5--
2343,Tyga Featuring Chris Richardson,19,Far Away,5--
2344,Sean Paul Featuring Alexis Jordan,20,Got 2 Luv U,5--
2345,Diggy,21,"Copy, Paste",5--
2346,LMFAO,22,Sexy And I Know It,5--
2347,Future,23,Tony Montana,5--
2348,Kreayshawn,24,Gucci Gucci,5--
2349,Birdman Featuring Nicki Minaj & Lil Wayne,25,Y.U. Mad,5--
2350,Drake,1,Headlines,2--
2351,Lil Wayne Featuring Drake,2,She Will,2--
2352,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",3,I'm On One,2--
2353,Big Sean Featuring Kanye West & Roscoe Dash,4,Marvin & Chardonnay,2--
2354,Jay Z Kanye West,5,Ni**as in Paris,2--
2355,LMFAO Featuring Lauren Bennett & GoonRock,6,Party Rock Anthem,2--
2356,Wale Featuring Jeremih & Rick Ross,7,That Way,2--
2357,Jay Z Kanye West Featuring Otis Redding,8,Otis,2--
2358,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",9,Give Me Everything,2--
2359,Bad Meets Evil Featuring Bruno Mars,10,Lighters,2--
2360,J. Cole,11,Work Out,2--
2361,Big Sean Featuring Chris Brown,12,My Last,2--
2362,Ace Hood Featuring Chris Brown,13,Body 2 Body,2--
2363,Nicki Minaj,14,Super Bass,2--
2364,Nicki Minaj Featuring Rihanna,15,Fly,2--
2365,New Boyz Featuring Chris Brown,16,Better With The Lights Off,2--
2366,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",17,Ima Boss,2--
2367,LMFAO,18,Sexy And I Know It,2--
2368,Lupe Fiasco Featuring Trey Songz,19,Out Of My Head,2--
2369,Tyga Featuring Chris Richardson,20,Far Away,2--
2370,Diggy,21,"Copy, Paste",2--
2371,Big Sean Featuring Nicki Minaj,22,Dance (A$$),2--
2372,Sean Paul Featuring Alexis Jordan,23,Got 2 Luv U,2--
2373,Future,24,Tony Montana,2--
2374,T.I. Featuring Big K.R.I.T.,25,I'm Flexin',2--
2375,Drake,1,Headlines,9--
2376,Lil Wayne Featuring Drake,2,She Will,9--
2377,Jay Z Kanye West,3,Ni**as in Paris,9--
2378,Big Sean Featuring Kanye West & Roscoe Dash,4,Marvin & Chardonnay,9--
2379,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",5,I'm On One,9--
2380,Wale Featuring Jeremih & Rick Ross,6,That Way,9--
2381,Jay Z Kanye West Featuring Otis Redding,7,Otis,9--
2382,LMFAO Featuring Lauren Bennett & GoonRock,8,Party Rock Anthem,9--
2383,J. Cole,9,Work Out,9--
2384,Ace Hood Featuring Chris Brown,10,Body 2 Body,9--
2385,Bad Meets Evil Featuring Bruno Mars,11,Lighters,9--
2386,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",12,Give Me Everything,9--
2387,Nicki Minaj Featuring Rihanna,13,Fly,9--
2388,Nicki Minaj,14,Super Bass,9--
2389,Big Sean Featuring Chris Brown,15,My Last,9--
2390,LMFAO,16,Sexy And I Know It,9--
2391,New Boyz Featuring Chris Brown,17,Better With The Lights Off,9--
2392,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",18,Ima Boss,9--
2393,Big Sean Featuring Nicki Minaj,19,Dance (A$$),9--
2394,Lupe Fiasco Featuring Trey Songz,20,Out Of My Head,9--
2395,Future,21,Tony Montana,9--
2396,Tyga Featuring Chris Richardson,22,Far Away,9--
2397,Diggy,23,"Copy, Paste",9--
2398,Sean Paul Featuring Alexis Jordan,24,Got 2 Luv U,9--
2399,Rick Ross Featuring Nicki Minaj,25,You The Boss,9--
2400,Drake,1,Headlines,5--
2401,Lil Wayne Featuring Drake,2,She Will,5--
2402,Jay Z Kanye West,3,Ni**as in Paris,5--
2403,Big Sean Featuring Kanye West & Roscoe Dash,4,Marvin & Chardonnay,5--
2404,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",5,I'm On One,5--
2405,Wale Featuring Jeremih & Rick Ross,6,That Way,5--
2406,J. Cole,7,Work Out,5--
2407,Ace Hood Featuring Chris Brown,8,Body 2 Body,5--
2408,Nicki Minaj Featuring Rihanna,9,Fly,5--
2409,Jay Z Kanye West Featuring Otis Redding,10,Otis,5--
2410,Bad Meets Evil Featuring Bruno Mars,11,Lighters,5--
2411,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",12,Give Me Everything,5--
2412,LMFAO Featuring Lauren Bennett & GoonRock,13,Party Rock Anthem,5--
2413,LMFAO,14,Sexy And I Know It,5--
2414,Nicki Minaj,15,Super Bass,5--
2415,Big Sean Featuring Nicki Minaj,16,Dance (A$$),5--
2416,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",17,Ima Boss,5--
2417,Big Sean Featuring Chris Brown,18,My Last,5--
2418,New Boyz Featuring Chris Brown,19,Better With The Lights Off,5--
2419,Future,20,Tony Montana,5--
2420,Rick Ross Featuring Nicki Minaj,21,You The Boss,5--
2421,Drake Featuring Nicki Minaj,22,Make Me Proud,5--
2422,Wale Featuring Miguel,23,Lotus Flower Bomb,5--
2423,T.I. Featuring Big K.R.I.T.,24,I'm Flexin',5--
2424,Tyga Featuring Chris Richardson,25,Far Away,5--
2425,Drake,1,Headlines,2--
2426,Lil Wayne Featuring Drake,2,She Will,2--
2427,Jay Z Kanye West,3,Ni**as in Paris,2--
2428,Big Sean Featuring Kanye West & Roscoe Dash,4,Marvin & Chardonnay,2--
2429,Wale Featuring Jeremih & Rick Ross,5,That Way,2--
2430,J. Cole,6,Work Out,2--
2431,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",7,I'm On One,2--
2432,Ace Hood Featuring Chris Brown,8,Body 2 Body,2--
2433,Jay Z Kanye West Featuring Otis Redding,9,Otis,2--
2434,Nicki Minaj Featuring Rihanna,10,Fly,2--
2435,LMFAO,11,Sexy And I Know It,2--
2436,Bad Meets Evil Featuring Bruno Mars,12,Lighters,2--
2437,Big Sean Featuring Nicki Minaj,13,Dance (A$$),2--
2438,LMFAO Featuring Lauren Bennett & GoonRock,14,Party Rock Anthem,2--
2439,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",15,Give Me Everything,2--
2440,Nicki Minaj,16,Super Bass,2--
2441,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",17,Ima Boss,2--
2442,Wale Featuring Miguel,18,Lotus Flower Bomb,2--
2443,Drake Featuring Nicki Minaj,19,Make Me Proud,2--
2444,Rick Ross Featuring Nicki Minaj,20,You The Boss,2--
2445,Future,21,Tony Montana,2--
2446,New Boyz Featuring Chris Brown,22,Better With The Lights Off,2--
2447,T.I. Featuring Big K.R.I.T.,23,I'm Flexin',2--
2448,Tyga Featuring Chris Richardson,24,Far Away,2--
2449,Red Cafe Featuring Ryan Leslie & Rick Ross,25,Fly Together,2--
2450,Drake,1,Headlines,9--
2451,Lil Wayne Featuring Drake,2,She Will,9--
2452,Jay Z Kanye West,3,Ni**as in Paris,9--
2453,J. Cole,4,Work Out,9--
2454,Wale Featuring Jeremih & Rick Ross,5,That Way,9--
2455,Big Sean Featuring Kanye West & Roscoe Dash,6,Marvin & Chardonnay,9--
2456,Ace Hood Featuring Chris Brown,7,Body 2 Body,9--
2457,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",8,I'm On One,9--
2458,Nicki Minaj Featuring Rihanna,9,Fly,9--
2459,Big Sean Featuring Nicki Minaj,10,Dance (A$$),9--
2460,LMFAO,11,Sexy And I Know It,9--
2461,Jay Z Kanye West Featuring Otis Redding,12,Otis,9--
2462,Wale Featuring Miguel,13,Lotus Flower Bomb,9--
2463,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",14,Give Me Everything,9--
2464,Bad Meets Evil Featuring Bruno Mars,15,Lighters,9--
2465,Drake Featuring Nicki Minaj,16,Make Me Proud,9--
2466,LMFAO Featuring Lauren Bennett & GoonRock,17,Party Rock Anthem,9--
2467,Rick Ross Featuring Nicki Minaj,18,You The Boss,9--
2468,Future,19,Tony Montana,9--
2469,Nicki Minaj,20,Super Bass,9--
2470,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",21,Ima Boss,9--
2471,Flo Rida,22,Good Feeling,9--
2472,Red Cafe Featuring Ryan Leslie & Rick Ross,23,Fly Together,9--
2473,New Boyz Featuring Chris Brown,24,Better With The Lights Off,9--
2474,T.I. Featuring Big K.R.I.T.,25,I'm Flexin',9--
2475,Drake,1,Headlines,6--
2476,Jay Z Kanye West,2,Ni**as in Paris,6--
2477,Lil Wayne Featuring Drake,3,She Will,6--
2478,J. Cole,4,Work Out,6--
2479,Wale Featuring Jeremih & Rick Ross,5,That Way,6--
2480,Ace Hood Featuring Chris Brown,6,Body 2 Body,6--
2481,Big Sean Featuring Nicki Minaj,7,Dance (A$$),6--
2482,Big Sean Featuring Kanye West & Roscoe Dash,8,Marvin & Chardonnay,6--
2483,LMFAO,9,Sexy And I Know It,6--
2484,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",10,I'm On One,6--
2485,Wale Featuring Miguel,11,Lotus Flower Bomb,6--
2486,Nicki Minaj Featuring Rihanna,12,Fly,6--
2487,Drake Featuring Nicki Minaj,13,Make Me Proud,6--
2488,Jay Z Kanye West Featuring Otis Redding,14,Otis,6--
2489,Rick Ross Featuring Nicki Minaj,15,You The Boss,6--
2490,LMFAO Featuring Lauren Bennett & GoonRock,16,Party Rock Anthem,6--
2491,"Pitbull Featuring Ne-Yo, Afrojack & Nayer",17,Give Me Everything,6--
2492,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",18,Ima Boss,6--
2493,Future,19,Tony Montana,6--
2494,Nicki Minaj,20,Super Bass,6--
2495,Bad Meets Evil Featuring Bruno Mars,21,Lighters,6--
2496,Flo Rida,22,Good Feeling,6--
2497,Red Cafe Featuring Ryan Leslie & Rick Ross,23,Fly Together,6--
2498,J. Cole Featuring Trey Songz,24,Can't Get Enough,6--
2499,Waka Flocka Flame Featuring Drake,25,Round Of Applause,6--
2500,Jay Z Kanye West,1,Ni**as in Paris,3--
2501,Drake,2,Headlines,3--
2502,Lil Wayne Featuring Drake,3,She Will,3--
2503,J. Cole,4,Work Out,3--
2504,Big Sean Featuring Nicki Minaj,5,Dance (A$$),3--
2505,Wale Featuring Jeremih & Rick Ross,6,That Way,3--
2506,Ace Hood Featuring Chris Brown,7,Body 2 Body,3--
2507,LMFAO,8,Sexy And I Know It,3--
2508,Wale Featuring Miguel,9,Lotus Flower Bomb,3--
2509,Big Sean Featuring Kanye West & Roscoe Dash,10,Marvin & Chardonnay,3--
2510,Drake Featuring Nicki Minaj,11,Make Me Proud,3--
2511,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",12,I'm On One,3--
2512,Rick Ross Featuring Nicki Minaj,13,You The Boss,3--
2513,Jay Z Kanye West Featuring Otis Redding,14,Otis,3--
2514,Nicki Minaj Featuring Rihanna,15,Fly,3--
2515,Flo Rida,16,Good Feeling,3--
2516,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",17,Ima Boss,3--
2517,Future,18,Tony Montana,3--
2518,J. Cole Featuring Trey Songz,19,Can't Get Enough,3--
2519,Waka Flocka Flame Featuring Drake,20,Round Of Applause,3--
2520,Bad Meets Evil Featuring Bruno Mars,21,Lighters,3--
2521,Red Cafe Featuring Ryan Leslie & Rick Ross,22,Fly Together,3--
2522,Roscoe Dash,23,Good Good Night,3--
2523,B.o.B Featuring Lil Wayne,24,Strange Clouds,3--
2524,Drake Featuring Lil Wayne,25,The Motto,3--
2525,Jay Z Kanye West,1,Ni**as in Paris,0--
2526,Drake,2,Headlines,0--
2527,Lil Wayne Featuring Drake,3,She Will,0--
2528,J. Cole,4,Work Out,0--
2529,Big Sean Featuring Nicki Minaj,5,Dance (A$$),0--
2530,Wale Featuring Miguel,6,Lotus Flower Bomb,0--
2531,Wale Featuring Jeremih & Rick Ross,7,That Way,0--
2532,Drake Featuring Nicki Minaj,8,Make Me Proud,0--
2533,LMFAO,9,Sexy And I Know It,0--
2534,Ace Hood Featuring Chris Brown,10,Body 2 Body,0--
2535,Big Sean Featuring Kanye West & Roscoe Dash,11,Marvin & Chardonnay,0--
2536,Rick Ross Featuring Nicki Minaj,12,You The Boss,0--
2537,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",13,I'm On One,0--
2538,Flo Rida,14,Good Feeling,0--
2539,J. Cole Featuring Trey Songz,15,Can't Get Enough,0--
2540,Nicki Minaj Featuring Rihanna,16,Fly,0--
2541,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",17,Ima Boss,0--
2542,Jay Z Kanye West Featuring Otis Redding,18,Otis,0--
2543,Waka Flocka Flame Featuring Drake,19,Round Of Applause,0--
2544,B.o.B Featuring Lil Wayne,20,Strange Clouds,0--
2545,Roscoe Dash,21,Good Good Night,0--
2546,Drake Featuring Lil Wayne,22,The Motto,0--
2547,Red Cafe Featuring Ryan Leslie & Rick Ross,23,Fly Together,0--
2548,Future,24,Tony Montana,0--
2549,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,25,"Young, Wild & Free",0--
2550,Jay Z Kanye West,1,Ni**as in Paris,7--
2551,Drake,2,Headlines,7--
2552,J. Cole,3,Work Out,7--
2553,Lil Wayne Featuring Drake,4,She Will,7--
2554,Big Sean Featuring Nicki Minaj,5,Dance (A$$),7--
2555,Wale Featuring Miguel,6,Lotus Flower Bomb,7--
2556,Drake Featuring Nicki Minaj,7,Make Me Proud,7--
2557,LMFAO,8,Sexy And I Know It,7--
2558,Wale Featuring Jeremih & Rick Ross,9,That Way,7--
2559,Ace Hood Featuring Chris Brown,10,Body 2 Body,7--
2560,Rick Ross Featuring Nicki Minaj,11,You The Boss,7--
2561,Flo Rida,12,Good Feeling,7--
2562,Big Sean Featuring Kanye West & Roscoe Dash,13,Marvin & Chardonnay,7--
2563,J. Cole Featuring Trey Songz,14,Can't Get Enough,7--
2564,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",15,I'm On One,7--
2565,B.o.B Featuring Lil Wayne,16,Strange Clouds,7--
2566,Waka Flocka Flame Featuring Drake,17,Round Of Applause,7--
2567,Nicki Minaj Featuring Rihanna,18,Fly,7--
2568,Drake Featuring Lil Wayne,19,The Motto,7--
2569,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,20,"Young, Wild & Free",7--
2570,"Meek Mill Featuring T.I., Birdman, Lil Wayne, DJ Khaled, Rick Ross & Swizz Beatz",21,Ima Boss,7--
2571,Jay Z Kanye West Featuring Otis Redding,22,Otis,7--
2572,Roscoe Dash,23,Good Good Night,7--
2573,Young Jeezy Featuring Jay-Z & Andre 3000,24,I Do,7--
2574,Meek Mill Featuring Young Chris,25,House Party,7--
2575,Jay Z Kanye West,1,Ni**as in Paris,4--
2576,Drake,2,Headlines,4--
2577,Big Sean Featuring Nicki Minaj,3,Dance (A$$),4--
2578,J. Cole,4,Work Out,4--
2579,Lil Wayne Featuring Drake,5,She Will,4--
2580,Drake Featuring Nicki Minaj,6,Make Me Proud,4--
2581,Wale Featuring Miguel,7,Lotus Flower Bomb,4--
2582,LMFAO,8,Sexy And I Know It,4--
2583,Wale Featuring Jeremih & Rick Ross,9,That Way,4--
2584,Flo Rida,10,Good Feeling,4--
2585,J. Cole Featuring Trey Songz,11,Can't Get Enough,4--
2586,Rick Ross Featuring Nicki Minaj,12,You The Boss,4--
2587,Big Sean Featuring Kanye West & Roscoe Dash,13,Marvin & Chardonnay,4--
2588,Ace Hood Featuring Chris Brown,14,Body 2 Body,4--
2589,"DJ Khaled Featuring Drake, Rick Ross & Lil Wayne",15,I'm On One,4--
2590,Drake Featuring Lil Wayne,16,The Motto,4--
2591,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,17,"Young, Wild & Free",4--
2592,B.o.B Featuring Lil Wayne,18,Strange Clouds,4--
2593,Waka Flocka Flame Featuring Drake,19,Round Of Applause,4--
2594,Young Jeezy Featuring Jay-Z & Andre 3000,20,I Do,4--
2595,Tyga,21,Rack City,4--
2596,Nicki Minaj Featuring Rihanna,22,Fly,4--
2597,Roscoe Dash,23,Good Good Night,4--
2598,Meek Mill Featuring Young Chris,24,House Party,4--
2599,Diggy Featuring Jeremih,25,Do It Like You,4--
2600,Jay Z Kanye West,1,Ni**as in Paris,1--
2601,Big Sean Featuring Nicki Minaj,2,Dance (A$$),1--
2602,Drake,3,Headlines,1--
2603,J. Cole,4,Work Out,1--
2604,Drake Featuring Nicki Minaj,5,Make Me Proud,1--
2605,Wale Featuring Miguel,6,Lotus Flower Bomb,1--
2606,Lil Wayne Featuring Drake,7,She Will,1--
2607,LMFAO,8,Sexy And I Know It,1--
2608,J. Cole Featuring Trey Songz,9,Can't Get Enough,1--
2609,Wale Featuring Jeremih & Rick Ross,10,That Way,1--
2610,Flo Rida,11,Good Feeling,1--
2611,Rick Ross Featuring Nicki Minaj,12,You The Boss,1--
2612,Young Jeezy Featuring Jay-Z & Andre 3000,13,I Do,1--
2613,Drake Featuring Lil Wayne,14,The Motto,1--
2614,Ace Hood Featuring Chris Brown,15,Body 2 Body,1--
2615,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,16,"Young, Wild & Free",1--
2616,Waka Flocka Flame Featuring Drake,17,Round Of Applause,1--
2617,B.o.B Featuring Lil Wayne,18,Strange Clouds,1--
2618,Tyga,19,Rack City,1--
2619,Jay Z Kanye West,20,Gotta Have It,1--
2620,Nicki Minaj Featuring Rihanna,21,Fly,1--
2621,Diggy Featuring Jeremih,22,Do It Like You,1--
2622,Drake Featuring Rihanna,23,Take Care,1--
2623,Roscoe Dash,24,Good Good Night,1--
2624,Kirko Bangz,25,Drank In My Cup,1--
2625,Jay Z Kanye West,1,Ni**as in Paris,7--
2626,Big Sean Featuring Nicki Minaj,2,Dance (A$$),7--
2627,Drake Featuring Nicki Minaj,3,Make Me Proud,7--
2628,J. Cole,4,Work Out,7--
2629,Wale Featuring Miguel,5,Lotus Flower Bomb,7--
2630,Drake,6,Headlines,7--
2631,Lil Wayne Featuring Drake,7,She Will,7--
2632,LMFAO,8,Sexy And I Know It,7--
2633,J. Cole Featuring Trey Songz,9,Can't Get Enough,7--
2634,Flo Rida,10,Good Feeling,7--
2635,Rick Ross Featuring Nicki Minaj,11,You The Boss,7--
2636,Wale Featuring Jeremih & Rick Ross,12,That Way,7--
2637,Young Jeezy Featuring Jay-Z & Andre 3000,13,I Do,7--
2638,Drake Featuring Lil Wayne,14,The Motto,7--
2639,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,15,"Young, Wild & Free",7--
2640,Tyga,16,Rack City,7--
2641,Ace Hood Featuring Chris Brown,17,Body 2 Body,7--
2642,Waka Flocka Flame Featuring Drake,18,Round Of Applause,7--
2643,B.o.B Featuring Lil Wayne,19,Strange Clouds,7--
2644,Drake Featuring Rihanna,20,Take Care,7--
2645,Jay Z Kanye West,21,Gotta Have It,7--
2646,Diggy Featuring Jeremih,22,Do It Like You,7--
2647,Pitbull Featuring Chris Brown,23,International Love,7--
2648,Kirko Bangz,24,Drank In My Cup,7--
2649,Nicki Minaj Featuring Rihanna,25,Fly,7--
2650,Jay Z Kanye West,1,Ni**as in Paris,4--
2651,Big Sean Featuring Nicki Minaj,2,Dance (A$$),4--
2652,Drake Featuring Nicki Minaj,3,Make Me Proud,4--
2653,J. Cole,4,Work Out,4--
2654,Wale Featuring Miguel,5,Lotus Flower Bomb,4--
2655,Drake,6,Headlines,4--
2656,Lil Wayne Featuring Drake,7,She Will,4--
2657,J. Cole Featuring Trey Songz,8,Can't Get Enough,4--
2658,Flo Rida,9,Good Feeling,4--
2659,LMFAO,10,Sexy And I Know It,4--
2660,Rick Ross Featuring Nicki Minaj,11,You The Boss,4--
2661,Drake Featuring Lil Wayne,12,The Motto,4--
2662,Wale Featuring Jeremih & Rick Ross,13,That Way,4--
2663,Young Jeezy Featuring Jay-Z & Andre 3000,14,I Do,4--
2664,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,15,"Young, Wild & Free",4--
2665,Tyga,16,Rack City,4--
2666,Waka Flocka Flame Featuring Drake,17,Round Of Applause,4--
2667,B.o.B Featuring Lil Wayne,18,Strange Clouds,4--
2668,Jay Z Kanye West,19,Gotta Have It,4--
2669,Drake Featuring Rihanna,20,Take Care,4--
2670,Diggy Featuring Jeremih,21,Do It Like You,4--
2671,Pitbull Featuring Chris Brown,22,International Love,4--
2672,Kirko Bangz,23,Drank In My Cup,4--
2673,Red Cafe Featuring Ryan Leslie & Rick Ross,24,Fly Together,4--
2674,Nicki Minaj Featuring Rihanna,25,Fly,4--
2675,Jay Z Kanye West,1,Ni**as in Paris,1--
2676,Big Sean Featuring Nicki Minaj,2,Dance (A$$),1--
2677,Drake Featuring Nicki Minaj,3,Make Me Proud,1--
2678,Wale Featuring Miguel,4,Lotus Flower Bomb,1--
2679,J. Cole,5,Work Out,1--
2680,Drake,6,Headlines,1--
2681,Lil Wayne Featuring Drake,7,She Will,1--
2682,J. Cole Featuring Trey Songz,8,Can't Get Enough,1--
2683,Drake Featuring Lil Wayne,9,The Motto,1--
2684,Flo Rida,10,Good Feeling,1--
2685,Rick Ross Featuring Nicki Minaj,11,You The Boss,1--
2686,LMFAO,12,Sexy And I Know It,1--
2687,Young Jeezy Featuring Jay-Z & Andre 3000,13,I Do,1--
2688,Wale Featuring Jeremih & Rick Ross,14,That Way,1--
2689,Tyga,15,Rack City,1--
2690,Snoop Dogg & Wiz Khalifa Featuring Bruno Mars,16,"Young, Wild & Free",1--
2691,Waka Flocka Flame Featuring Drake,17,Round Of Applause,1--
2692,Jay Z Kanye West,18,Gotta Have It,1--
2693,Drake Featuring Rihanna,19,Take Care,1--
2694,B.o.B Featuring Lil Wayne,20,Strange Clouds,1--
2695,Diggy Featuring Jeremih,21,Do It Like You,1--
2696,Pitbull Featuring Chris Brown,22,International Love,1--
2697,Kirko Bangz,23,Drank In My Cup,1--
2698,Meek Mill Featuring Young Chris,24,House Party,1--
2699,Nicki Minaj Featuring Rihanna,25,Fly,1--
2700,Jay Z Kanye West,1,Ni**as in Paris,8--
2701,Big Sean Featuring Nicki Minaj,2,Dance (A$$),8--
2702,Drake Featuring Nicki Minaj,3,Make Me Proud,8--
2703,Wale Featuring Miguel,4,Lotus Flower Bomb,8--
2704,J. Cole,5,Work Out,8--
2705,Drake Featuring Lil Wayne,6,The Motto,8--
2706,Drake,7,Headlines,8--
2707,Flo Rida,8,Good Feeling,8--
2708,J. Cole Featuring Trey Songz,9,Can't Get Enough,8--
2709,Rick Ross Featuring Nicki Minaj,10,You The Boss,8--
