,artist,rank,title
8429,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",5,All The Way Up
8430,Drake Featuring Rihanna,6,Too Good
8431,Kevin Gates,7,2 Phones
8432,Drake Featuring The Throne,8,Pop Style
8433,O.T. Genasis Featuring Young Dolph,9,Cut It
8434,Future,10,Wicked
8435,Kevin Gates,11,Really Really
8436,Drake,12,Hype
8437,MadeinTYO,13,Uber Everywhere
8438,Fetty Wap,14,Wake Up
8439,Drake,15,Childs Play
8440,Drake,16,Still Here
8441,Drake Featuring Future,17,Grammys
8442,Pitbull Featuring Enrique Iglesias,18,Messin' Around
8443,Belly Featuring The Weeknd,19,Might Not
8444,Drake,20,Feel No Ways
8445,Yo Gotti Featuring E-40,21,Law
8446,Young Greatness,22,Moolah
8447,Drake,23,9
8448,Chance The Rapper Featuring Lil Wayne & 2 Chainz,24,No Problem
8449,A$AP Ferg Featuring Future,25,New Level
8450,Desiigner,1,Panda
8451,Kent Jones,2,Don't Mind
8452,DJ Khaled Featuring Drake,3,For Free
8453,Future Featuring The Weeknd,4,Low Life
8454,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",5,All The Way Up
8455,G-Eazy x Bebe Rexha,6,"Me, Myself & I"
8456,Drake Featuring Rihanna,7,Too Good
8457,O.T. Genasis Featuring Young Dolph,8,Cut It
8458,Kevin Gates,9,2 Phones
8459,Drake Featuring The Throne,10,Pop Style
8460,Future,11,Wicked
8461,Kevin Gates,12,Really Really
8462,MadeinTYO,13,Uber Everywhere
8463,Fetty Wap,14,Wake Up
8464,Pitbull Featuring Enrique Iglesias,15,Messin' Around
8465,Drake,16,Hype
8466,Drake,17,Childs Play
8467,Drake,18,Still Here
8468,Drake Featuring Future,19,Grammys
8469,Belly Featuring The Weeknd,20,Might Not
8470,Drake,21,Feel No Ways
8471,Yo Gotti Featuring E-40,22,Law
8472,Kanye West,23,Father Stretch My Hands Pt. 1
8473,Young Greatness,24,Moolah
8474,Chance The Rapper Featuring Lil Wayne & 2 Chainz,25,No Problem
8475,Desiigner,1,Panda
8476,Kent Jones,2,Don't Mind
8477,Drake Featuring Rihanna,3,Too Good
8478,Future Featuring The Weeknd,4,Low Life
8479,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",5,All The Way Up
8480,G-Eazy x Bebe Rexha,6,"Me, Myself & I"
8481,O.T. Genasis Featuring Young Dolph,7,Cut It
8482,DJ Khaled Featuring Drake,8,For Free
8483,Future,9,Wicked
8484,Drake Featuring The Throne,10,Pop Style
8485,Kevin Gates,11,Really Really
8486,MadeinTYO,12,Uber Everywhere
8487,Fetty Wap,13,Wake Up
8488,Drake,14,Hype
8489,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",15,Champions
8490,Drake,16,Childs Play
8491,ScHoolboy Q Featuring Kanye West,17,THat Part
8492,Pitbull Featuring Enrique Iglesias,18,Messin' Around
8493,Drake,19,Still Here
8494,Drake Featuring Future,20,Grammys
8495,D.R.A.M. Featuring Lil Yachty,21,Broccoli
8496,Chance The Rapper Featuring Lil Wayne & 2 Chainz,22,No Problem
8497,Lil Uzi Vert,23,Money Longer
8498,Wale,24,My PYT
8499,Kanye West,25,Father Stretch My Hands Pt. 1
8500,Desiigner,1,Panda
8501,Kent Jones,2,Don't Mind
8502,Drake Featuring Rihanna,3,Too Good
8503,Future Featuring The Weeknd,4,Low Life
8504,DJ Khaled Featuring Drake,5,For Free
8505,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",6,All The Way Up
8506,O.T. Genasis Featuring Young Dolph,7,Cut It
8507,Future,8,Wicked
8508,Kevin Gates,9,Really Really
8509,Drake Featuring The Throne,10,Pop Style
8510,MadeinTYO,11,Uber Everywhere
8511,Fetty Wap,12,Wake Up
8512,D.R.A.M. Featuring Lil Yachty,13,Broccoli
8513,ScHoolboy Q Featuring Kanye West,14,THat Part
8514,Drake,15,Hype
8515,"Kanye West, Gucci Mane, Big Sean, 2 Chainz, Travi$ Scott, Yo Gotti, Quavo, Desiigner",16,Champions
8516,Wale,17,My PYT
8517,Drake,18,Childs Play
8518,Drake,19,Still Here
8519,YG Featuring Drake & Kamaiyah,20,Why You Always Hatin?
8520,Drake Featuring Future,21,Grammys
8521,Lil Uzi Vert,22,Money Longer
8522,Chance The Rapper Featuring Lil Wayne & 2 Chainz,23,No Problem
8523,Kanye West,24,Father Stretch My Hands Pt. 1
8524,Pitbull Featuring Enrique Iglesias,25,Messin' Around
8525,Desiigner,1,Panda
8526,Kent Jones,2,Don't Mind
8527,DJ Khaled Featuring Drake,3,For Free
8528,Drake Featuring Rihanna,4,Too Good
8529,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",5,All The Way Up
8530,Future Featuring The Weeknd,6,Low Life
8531,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",7,Sucker For Pain
8532,O.T. Genasis Featuring Young Dolph,8,Cut It
8533,Future,9,Wicked
8534,D.R.A.M. Featuring Lil Yachty,10,Broccoli
8535,Kevin Gates,11,Really Really
8536,MadeinTYO,12,Uber Everywhere
8537,Fetty Wap,13,Wake Up
8538,DJ Khaled Featuring Jay Z & Future,14,I Got The Keys
8539,Drake Featuring The Throne,15,Pop Style
8540,ScHoolboy Q Featuring Kanye West,16,THat Part
8541,Kanye West,17,Famous
8542,Wale,18,My PYT
8543,Drake,19,Hype
8544,Drake,20,Childs Play
8545,Lil Uzi Vert,21,Money Longer
8546,Drake Featuring Future,22,Grammys
8547,Drake,23,Still Here
8548,Kanye West,24,Father Stretch My Hands Pt. 1
8549,Chance The Rapper Featuring Lil Wayne & 2 Chainz,25,No Problem
8550,Desiigner,1,Panda
8551,Kent Jones,2,Don't Mind
8552,DJ Khaled Featuring Drake,3,For Free
8553,Drake Featuring Rihanna,4,Too Good
8554,Future Featuring The Weeknd,5,Low Life
8555,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",6,All The Way Up
8556,Fergie,7,M.I.L.F. $
8557,O.T. Genasis Featuring Young Dolph,8,Cut It
8558,D.R.A.M. Featuring Lil Yachty,9,Broccoli
8559,Future,10,Wicked
8560,Fetty Wap,11,Wake Up
8561,DJ Khaled Featuring Jay Z & Future,12,I Got The Keys
8562,MadeinTYO,13,Uber Everywhere
8563,ScHoolboy Q Featuring Kanye West,14,THat Part
8564,Drake Featuring The Throne,15,Pop Style
8565,Wale,16,My PYT
8566,Kanye West,17,Famous
8567,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",18,Sucker For Pain
8568,Pitbull Featuring Enrique Iglesias,19,Messin' Around
8569,Lil Uzi Vert,20,Money Longer
8570,YG Featuring Drake & Kamaiyah,21,Why You Always Hatin?
8571,Drake,22,Childs Play
8572,Drake,23,Still Here
8573,Drake,24,Hype
8574,French Montana Featuring Kodak Black,25,Lockjaw
8575,Desiigner,1,Panda
8576,Kent Jones,2,Don't Mind
8577,DJ Khaled Featuring Drake,3,For Free
8578,Drake Featuring Rihanna,4,Too Good
8579,Future Featuring The Weeknd,5,Low Life
8580,DJ Khaled Featuring Jay Z & Future,6,I Got The Keys
8581,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",7,All The Way Up
8582,D.R.A.M. Featuring Lil Yachty,8,Broccoli
8583,Future,9,Wicked
8584,ScHoolboy Q Featuring Kanye West,10,THat Part
8585,O.T. Genasis Featuring Young Dolph,11,Cut It
8586,MadeinTYO,12,Uber Everywhere
8587,Fetty Wap,13,Wake Up
8588,Wale,14,My PYT
8589,Drake Featuring The Throne,15,Pop Style
8590,Lil Uzi Vert,16,Money Longer
8591,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",17,Sucker For Pain
8592,French Montana Featuring Kodak Black,18,Lockjaw
8593,Fergie,19,M.I.L.F. $
8594,YG Featuring Drake & Kamaiyah,20,Why You Always Hatin?
8595,Kanye West,21,Famous
8596,Lil Uzi Vert,22,You Was Right
8597,Drake,23,Childs Play
8598,Chance The Rapper Featuring Lil Wayne & 2 Chainz,24,No Problem
8599,Kanye West,25,Father Stretch My Hands Pt. 1
8600,Kent Jones,1,Don't Mind
8601,Desiigner,2,Panda
8602,DJ Khaled Featuring Drake,3,For Free
8603,Drake Featuring Rihanna,4,Too Good
8604,DJ Khaled Featuring Jay Z & Future,5,I Got The Keys
8605,Future Featuring The Weeknd,6,Low Life
8606,D.R.A.M. Featuring Lil Yachty,7,Broccoli
8607,ScHoolboy Q Featuring Kanye West,8,THat Part
8608,Future,9,Wicked
8609,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",10,All The Way Up
8610,Wale,11,My PYT
8611,MadeinTYO,12,Uber Everywhere
8612,Fetty Wap,13,Wake Up
8613,Kanye West,14,Famous
8614,Drake Featuring The Throne,15,Pop Style
8615,French Montana Featuring Kodak Black,16,Lockjaw
8616,Lil Uzi Vert,17,Money Longer
8617,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",18,Sucker For Pain
8618,Fergie,19,M.I.L.F. $
8619,YG Featuring Drake & Kamaiyah,20,Why You Always Hatin?
8620,French Montana Featuring Drake,21,No Shopping
8621,Lil Uzi Vert,22,You Was Right
8622,Chance The Rapper Featuring Lil Wayne & 2 Chainz,23,No Problem
8623,Drake,24,Childs Play
8624,Dae Dae,25,"Wat U Mean (Aye, Aye, Aye)"
8625,Desiigner,1,Panda
8626,Kent Jones,2,Don't Mind
8627,DJ Khaled Featuring Drake,3,For Free
8628,Drake Featuring Rihanna,4,Too Good
8629,D.R.A.M. Featuring Lil Yachty,5,Broccoli
8630,DJ Khaled Featuring Jay Z & Future,6,I Got The Keys
8631,Future Featuring The Weeknd,7,Low Life
8632,ScHoolboy Q Featuring Kanye West,8,THat Part
8633,Desiigner,9,Tiimmy Turner
8634,Future,10,Wicked
8635,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",11,All The Way Up
8636,Wale,12,My PYT
8637,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",13,Sucker For Pain
8638,Skrillex & Rick Ross,14,Purple Lamborghini
8639,Lil Uzi Vert,15,Money Longer
8640,MadeinTYO,16,Uber Everywhere
8641,Kanye West,17,Famous
8642,French Montana Featuring Kodak Black,18,Lockjaw
8643,Fetty Wap,19,Wake Up
8644,Drake Featuring The Throne,20,Pop Style
8645,French Montana Featuring Drake,21,No Shopping
8646,Gucci Mane & Drake,22,Back On Road
8647,Dae Dae,23,"Wat U Mean (Aye, Aye, Aye)"
8648,Lil Yachty,24,1 Night
8649,Gucci Mane Featuring Kanye West,25,P**** Print
8650,Desiigner,1,Panda
8651,DJ Khaled Featuring Drake,2,For Free
8652,Kent Jones,3,Don't Mind
8653,Drake Featuring Rihanna,4,Too Good
8654,D.R.A.M. Featuring Lil Yachty,5,Broccoli
8655,DJ Khaled Featuring Jay Z & Future,6,I Got The Keys
8656,Future Featuring The Weeknd,7,Low Life
8657,French Montana Featuring Drake,8,No Shopping
8658,Desiigner,9,Tiimmy Turner
8659,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",10,Sucker For Pain
8660,Future,11,Wicked
8661,ScHoolboy Q Featuring Kanye West,12,THat Part
8662,Wale,13,My PYT
8663,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",14,All The Way Up
8664,Lil Uzi Vert,15,Money Longer
8665,MadeinTYO,16,Uber Everywhere
8666,French Montana Featuring Kodak Black,17,Lockjaw
8667,Dae Dae,18,"Wat U Mean (Aye, Aye, Aye)"
8668,Fetty Wap,19,Wake Up
8669,Drake Featuring The Throne,20,Pop Style
8670,Kanye West,21,Father Stretch My Hands Pt. 1
8671,"DJ Khaled Featuring Big Sean, Kendrick Lamar & Betty Wright",22,Holy Key
8672,Kanye West,23,Famous
8673,Skrillex & Rick Ross,24,Purple Lamborghini
8674,Lil Uzi Vert,25,You Was Right
8675,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",1,Sucker For Pain
8676,Desiigner,2,Panda
8677,Drake Featuring Rihanna,3,Too Good
8678,DJ Khaled Featuring Drake,4,For Free
8679,Kent Jones,5,Don't Mind
8680,D.R.A.M. Featuring Lil Yachty,6,Broccoli
8681,Skrillex & Rick Ross,7,Purple Lamborghini
8682,DJ Khaled Featuring Jay Z & Future,8,I Got The Keys
8683,Desiigner,9,Tiimmy Turner
8684,ScHoolboy Q Featuring Kanye West,10,THat Part
8685,Wale,11,My PYT
8686,Future,12,Wicked
8687,French Montana Featuring Drake,13,No Shopping
8688,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",14,All The Way Up
8689,Lil Uzi Vert,15,Money Longer
8690,Dae Dae,16,"Wat U Mean (Aye, Aye, Aye)"
8691,MadeinTYO,17,Uber Everywhere
8692,French Montana Featuring Kodak Black,18,Lockjaw
8693,Kanye West,19,Father Stretch My Hands Pt. 1
8694,Rob $tone Featuring J. Davi$ & Spooks,20,Chill Bill
8695,Drake Featuring The Throne,21,Pop Style
8696,Lil Uzi Vert,22,You Was Right
8697,Fetty Wap,23,Wake Up
8698,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",24,Do You Mind
8699,Chance The Rapper Featuring Lil Wayne & 2 Chainz,25,No Problem
8700,Drake Featuring Rihanna,1,Too Good
8701,DJ Khaled Featuring Drake,2,For Free
8702,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain
8703,Desiigner,4,Panda
8704,D.R.A.M. Featuring Lil Yachty,5,Broccoli
8705,Kent Jones,6,Don't Mind
8706,Desiigner,7,Tiimmy Turner
8707,DJ Khaled Featuring Jay Z & Future,8,I Got The Keys
8708,Skrillex & Rick Ross,9,Purple Lamborghini
8709,ScHoolboy Q Featuring Kanye West,10,THat Part
8710,Wale,11,My PYT
8711,Future,12,Wicked
8712,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",13,All The Way Up
8713,Lil Uzi Vert,14,Money Longer
8714,Dae Dae,15,"Wat U Mean (Aye, Aye, Aye)"
8715,French Montana Featuring Drake,16,No Shopping
8716,YG Featuring Drake & Kamaiyah,17,Why You Always Hatin?
8717,Kanye West,18,Father Stretch My Hands Pt. 1
8718,Rae Sremmurd,19,Look Alive
8719,Rob $tone Featuring J. Davi$ & Spooks,20,Chill Bill
8720,French Montana Featuring Kodak Black,21,Lockjaw
8721,Drake Featuring The Throne,22,Pop Style
8722,Chance The Rapper Featuring Lil Wayne & 2 Chainz,23,No Problem
8723,Young Thug And Travis Scott Featuring Quavo,24,Pick Up The Phone
8724,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",25,Do You Mind
8725,Drake Featuring Rihanna,1,Too Good
8726,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",2,Sucker For Pain
8727,DJ Khaled Featuring Drake,3,For Free
8728,D.R.A.M. Featuring Lil Yachty,4,Broccoli
8729,Desiigner,5,Panda
8730,Desiigner,6,Tiimmy Turner
8731,Kent Jones,7,Don't Mind
8732,DJ Khaled Featuring Jay Z & Future,8,I Got The Keys
8733,Skrillex & Rick Ross,9,Purple Lamborghini
8734,ScHoolboy Q Featuring Kanye West,10,THat Part
8735,Wale,11,My PYT
8736,Lil Uzi Vert,12,Money Longer
8737,YG Featuring Drake & Kamaiyah,13,Why You Always Hatin?
8738,Future,14,Wicked
8739,Dae Dae,15,"Wat U Mean (Aye, Aye, Aye)"
8740,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared",16,All The Way Up
8741,Kanye West,17,Father Stretch My Hands Pt. 1
8742,French Montana Featuring Drake,18,No Shopping
8743,Rob $tone Featuring J. Davi$ & Spooks,19,Chill Bill
8744,Young Thug And Travis Scott Featuring Quavo,20,Pick Up The Phone
8745,Chance The Rapper Featuring Lil Wayne & 2 Chainz,21,No Problem
8746,Lil Yachty,22,1 Night
8747,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",23,Do You Mind
8748,French Montana Featuring Kodak Black,24,Lockjaw
8749,Rae Sremmurd,25,Look Alive
8750,Drake Featuring Rihanna,1,Too Good
8751,D.R.A.M. Featuring Lil Yachty,2,Broccoli
8752,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain
8753,DJ Khaled Featuring Drake,4,For Free
8754,Desiigner,5,Panda
8755,Desiigner,6,Tiimmy Turner
8756,Kent Jones,7,Don't Mind
8757,DJ Khaled Featuring Jay Z & Future,8,I Got The Keys
8758,Lil Uzi Vert,9,Money Longer
8759,ScHoolboy Q Featuring Kanye West,10,THat Part
8760,Skrillex & Rick Ross,11,Purple Lamborghini
8761,Wale,12,My PYT
8762,Rob $tone Featuring J. Davi$ & Spooks,13,Chill Bill
8763,YG Featuring Drake & Kamaiyah,14,Why You Always Hatin?
8764,Dae Dae,15,"Wat U Mean (Aye, Aye, Aye)"
8765,Kanye West,16,Father Stretch My Hands Pt. 1
8766,Young Thug And Travis Scott Featuring Quavo,17,Pick Up The Phone
8767,French Montana Featuring Drake,18,No Shopping
8768,Chance The Rapper Featuring Lil Wayne & 2 Chainz,19,No Problem
8769,DJ ESCO Featuring Future & Lil Uzi Vert,20,Too Much Sauce
8770,Lil Yachty,21,1 Night
8771,Young M.A,22,OOOUUU
8772,Future,23,Wicked
8773,Young Thug,24,Wyclef Jean
8774,Lil Uzi Vert,25,You Was Right
8775,D.R.A.M. Featuring Lil Yachty,1,Broccoli
8776,Drake Featuring Rihanna,2,Too Good
8777,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain
8778,DJ Khaled Featuring Drake,4,For Free
8779,Desiigner,5,Panda
8780,Desiigner,6,Tiimmy Turner
8781,Young Thug And Travis Scott Featuring Quavo,7,Pick Up The Phone
8782,Kent Jones,8,Don't Mind
8783,Rob $tone Featuring J. Davi$ & Spooks,9,Chill Bill
8784,DJ Khaled Featuring Jay Z & Future,10,I Got The Keys
8785,Lil Uzi Vert,11,Money Longer
8786,Kanye West,12,Father Stretch My Hands Pt. 1
8787,ScHoolboy Q Featuring Kanye West,13,THat Part
8788,Dae Dae,14,"Wat U Mean (Aye, Aye, Aye)"
8789,YG Featuring Drake & Kamaiyah,15,Why You Always Hatin?
8790,Skrillex & Rick Ross,16,Purple Lamborghini
8791,Wale,17,My PYT
8792,Chance The Rapper Featuring Lil Wayne & 2 Chainz,18,No Problem
8793,Drake,19,Childs Play
8794,DJ ESCO Featuring Future & Lil Uzi Vert,20,Too Much Sauce
8795,Young M.A,21,OOOUUU
8796,Lil Yachty,22,1 Night
8797,French Montana Featuring Drake,23,No Shopping
8798,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",24,Wishing
8799,Travis Scott,25,Goosebumps
8800,D.R.A.M. Featuring Lil Yachty,1,Broccoli
8801,Drake Featuring Rihanna,2,Too Good
8802,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain
8803,Desiigner,4,Panda
8804,DJ Khaled Featuring Drake,5,For Free
8805,Desiigner,6,Tiimmy Turner
8806,Young Thug And Travis Scott Featuring Quavo,7,Pick Up The Phone
8807,Rob $tone Featuring J. Davi$ & Spooks,8,Chill Bill
8808,Lil Uzi Vert,9,Money Longer
8809,Kanye West,10,Father Stretch My Hands Pt. 1
8810,Kent Jones,11,Don't Mind
8811,DJ Khaled Featuring Jay Z & Future,12,I Got The Keys
8812,Chance The Rapper Featuring Lil Wayne & 2 Chainz,13,No Problem
8813,ScHoolboy Q Featuring Kanye West,14,THat Part
8814,Young M.A,15,OOOUUU
8815,Dae Dae,16,"Wat U Mean (Aye, Aye, Aye)"
8816,Amine,17,Caroline
8817,Post Malone Featuring Justin Bieber,18,Deja Vu
8818,YG Featuring Drake & Kamaiyah,19,Why You Always Hatin?
8819,Skrillex & Rick Ross,20,Purple Lamborghini
8820,DJ ESCO Featuring Future & Lil Uzi Vert,21,Too Much Sauce
8821,Lil Yachty,22,1 Night
8822,Wale,23,My PYT
8823,Drake,24,Childs Play
8824,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",25,Wishing
8825,D.R.A.M. Featuring Lil Yachty,1,Broccoli
8826,Drake Featuring Rihanna,2,Too Good
8827,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain
8828,Desiigner,4,Panda
8829,DJ Khaled Featuring Drake,5,For Free
8830,Desiigner,6,Tiimmy Turner
8831,Rob $tone Featuring J. Davi$ & Spooks,7,Chill Bill
8832,Young Thug And Travis Scott Featuring Quavo,8,Pick Up The Phone
8833,Young M.A,9,OOOUUU
8834,Chance The Rapper Featuring Lil Wayne & 2 Chainz,10,No Problem
8835,Kanye West,11,Father Stretch My Hands Pt. 1
8836,Zay Hilfigerrr & Zayion McCall,12,Juju On That Beat (TZ Anthem)
8837,Lil Uzi Vert,13,Money Longer
8838,Amine,14,Caroline
8839,Lil Yachty,15,1 Night
8840,Kent Jones,16,Don't Mind
8841,DJ Khaled Featuring Jay Z & Future,17,I Got The Keys
8842,Rae Sremmurd Featuring Gucci Mane,18,Black Beatles
8843,ScHoolboy Q Featuring Kanye West,19,THat Part
8844,Dae Dae,20,"Wat U Mean (Aye, Aye, Aye)"
8845,21 Savage & Metro Boomin Featuring Future,21,X
8846,DJ ESCO Featuring Future & Lil Uzi Vert,22,Too Much Sauce
8847,YG Featuring Drake & Kamaiyah,23,Why You Always Hatin?
8848,YFN Lucci Featuring Migos & Trouble,24,Key To The Streets
8849,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",25,Do You Mind
8850,D.R.A.M. Featuring Lil Yachty,1,Broccoli
8851,Drake Featuring Rihanna,2,Too Good
8852,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain
8853,Desiigner,4,Panda
8854,DJ Khaled Featuring Drake,5,For Free
8855,Young M.A,6,OOOUUU
8856,Rob $tone Featuring J. Davi$ & Spooks,7,Chill Bill
8857,Rae Sremmurd Featuring Gucci Mane,8,Black Beatles
8858,Desiigner,9,Tiimmy Turner
8859,Young Thug And Travis Scott Featuring Quavo,10,Pick Up The Phone
8860,Amine,11,Caroline
8861,Chance The Rapper Featuring Lil Wayne & 2 Chainz,12,No Problem
8862,Kanye West,13,Father Stretch My Hands Pt. 1
8863,Lil Yachty,14,1 Night
8864,Lil Uzi Vert,15,Money Longer
8865,21 Savage & Metro Boomin Featuring Future,16,X
8866,DJ ESCO Featuring Future & Lil Uzi Vert,17,Too Much Sauce
8867,DJ Khaled Featuring Jay Z & Future,18,I Got The Keys
8868,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",19,Do You Mind
8869,ScHoolboy Q Featuring Kanye West,20,THat Part
8870,Dae Dae,21,"Wat U Mean (Aye, Aye, Aye)"
8871,Lil Uzi Vert,22,You Was Right
8872,YFN Lucci Featuring Migos & Trouble,23,Key To The Streets
8873,YG Featuring Drake & Kamaiyah,24,Why You Always Hatin?
8874,Travis Scott,25,Goosebumps
8875,D.R.A.M. Featuring Lil Yachty,1,Broccoli
8876,Drake Featuring Rihanna,2,Too Good
8877,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain
8878,Young M.A,4,OOOUUU
8879,Desiigner,5,Panda
8880,Desiigner,6,Tiimmy Turner
8881,DJ Khaled Featuring Drake,7,For Free
8882,Rae Sremmurd Featuring Gucci Mane,8,Black Beatles
8883,Rob $tone Featuring J. Davi$ & Spooks,9,Chill Bill
8884,Amine,10,Caroline
8885,Young Thug And Travis Scott Featuring Quavo,11,Pick Up The Phone
8886,Chance The Rapper Featuring Lil Wayne & 2 Chainz,12,No Problem
8887,"DJ Khaled Featuring Nicki Minaj, Chris Brown, August Alsina, Jeremih, Future & Rick Ross",13,Do You Mind
8888,Kanye West,14,Father Stretch My Hands Pt. 1
8889,Lil Yachty,15,1 Night
8890,Lil Uzi Vert,16,Money Longer
8891,DJ ESCO Featuring Future & Lil Uzi Vert,17,Too Much Sauce
8892,21 Savage & Metro Boomin Featuring Future,18,X
8893,"DJ Drama Featuring Chris Brown, Skeme & Lyquin",19,Wishing
8894,Lil Uzi Vert,20,You Was Right
8895,Dae Dae,21,"Wat U Mean (Aye, Aye, Aye)"
8896,YFN Lucci Featuring Migos & Trouble,22,Key To The Streets
8897,ScHoolboy Q Featuring Kanye West,23,THat Part
8898,Zay Hilfigerrr & Zayion McCall,24,Juju On That Beat (TZ Anthem)
8899,DJ Khaled Featuring Jay Z & Future,25,I Got The Keys
8900,D.R.A.M. Featuring Lil Yachty,1,Broccoli
8901,Zay Hilfigerrr & Zayion McCall,2,Juju On That Beat (TZ Anthem)
8902,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors",3,Sucker For Pain
8903,Drake Featuring Rihanna,4,Too Good
